i,e
164,0.6880733944954116
165,0.6880733944954116
166,0.6880733944954116
167,0.6880733944954116
168,0.6880733944954116
169,0.6880733944954116
170,0.6880733944954116
171,0.6880733944954116
172,0.6880733944954116
173,0.6880733944954116
174,0.6880733944954116
175,0.6880733944954116
176,0.6880733944954116
177,0.6880733944954116
178,0.6880733944954116
179,0.6880733944954116
180,0.6880733944954116
181,0.6880733944954116
182,0.6880733944954116
183,0.6880733944954116
184,0.6880733944954116
185,0.6880733944954116
186,0.6880733944954116
187,0.6880733944954116
188,0.6880733944954116
189,0.6880733944954116
190,0.6880733944954116
191,0.6880733944954116
192,0.6880733944954116
193,0.6880733944954116
194,0.6880733944954116
195,0.6880733944954116
196,0.6880733944954116
197,0.6880733944954116
198,0.6880733944954116
199,0.6880733944954116
200,0.6880733944954116
201,0.6880733944954116
202,0.6880733944954116
203,0.6880733944954116
204,0.6880733944954116
205,0.6880733944954116
206,0.6880733944954116
207,0.6880733944954116
208,0.6880733944954116
209,0.6880733944954116
210,0.6880733944954116
211,0.6880733944954116
212,0.6880733944954116
213,0.6880733944954116
214,0.6880733944954116
215,0.6880733944954116
216,0.6880733944954116
217,0.6880733944954116
218,0.6880733944954116
219,0.6880733944954116
220,0.6880733944954116
221,0.6880733944954116
222,0.6880733944954116
223,0.6880733944954116
224,0.6880733944954116
225,0.6880733944954116
226,0.6880733944954116
227,0.6880733944954116
228,0.6880733944954116
229,0.6880733944954116
230,0.6880733944954116
231,0.6880733944954116
232,0.6880733944954116
233,0.6880733944954116
234,0.6880733944954116
235,0.6880733944954116
236,0.6880733944954116
237,0.6880733944954116
238,0.6880733944954116
239,0.6880733944954116
240,0.6880733944954116
241,0.6880733944954116
242,0.6880733944954116
243,0.6880733944954116
244,0.6880733944954116
245,0.6880733944954116
246,0.6880733944954116
247,0.6880733944954116
248,0.6880733944954116
249,0.6880733944954116
250,0.6880733944954116
251,0.6880733944954116
252,0.6880733944954116
253,0.6880733944954116
254,0.6880733944954116
255,0.6880733944954116
256,0.6880733944954116
257,0.6880733944954116
258,0.6880733944954116
259,0.6880733944954116
260,0.6880733944954116
261,0.6880733944954116
262,0.6880733944954116
263,0.6880733944954116
264,0.6880733944954116
265,0.6880733944954116
266,0.6880733944954116
267,0.6880733944954116
268,0.6880733944954116
269,0.6880733944954116
270,0.6880733944954116
271,0.6880733944954116
272,0.6880733944954116
273,0.6880733944954116
274,0.6880733944954116
275,0.6880733944954116
276,0.6880733944954116
277,0.6880733944954116
278,0.6880733944954116
279,0.6880733944954116
280,0.6880733944954116
281,0.6880733944954116
282,0.6880733944954116
283,0.6880733944954116
284,0.6880733944954116
285,0.6880733944954116
286,0.6880733944954116
287,0.6880733944954116
288,0.6880733944954116
289,0.6880733944954116
290,0.6880733944954116
291,0.6880733944954116
292,0.6880733944954116
293,0.6880733944954116
294,0.6880733944954116
295,0.6880733944954116
296,0.6880733944954116
297,0.6880733944954116
298,0.6880733944954116
299,0.6880733944954116
300,0.6880733944954116
